Marca| Sección| Categoría| Producto| Precio original| Precio reventa| Vínculo| Imagen|
Mattelsa| hombre| Buzo| buzo-hoodie-cafe-basico-66017| 100000| 110000| https://www.mattelsa.net/hombre/buzo-hoodie-cafe-basico-66017| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/6/66017-1.jpg|
Mattelsa| hombre| Shorts| shorts-denim-azul-medio-destroyers-65970| 88000| 96800| https://www.mattelsa.net/hombre/shorts-denim-azul-medio-destroyers-65970| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/5/65970-1.jpg|
Mattelsa| hombre| Joggers| joggers-cafe-cargo-65317| 92000| 101200| https://www.mattelsa.net/hombre/joggers-cafe-cargo-65317| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/5/65317-1.jpg|
Mattelsa| hombre| Camiseta| camiseta-negro-texto-65293| 42000| 46200| https://www.mattelsa.net/hombre/camiseta-negro-texto-65293| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/5/65293-1.jpg|
Mattelsa| hombre| Tank| tank-hoodie-gris-camuflado-65260| 60000| 66000| https://www.mattelsa.net/hombre/tank-hoodie-gris-camuflado-65260| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/5/65260-1.jpg|
Mattelsa| hombre| Buzo| buzo-hoodie-negro-texto-65228| 104000| 114400| https://www.mattelsa.net/hombre/buzo-hoodie-negro-texto-65228| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/5/65228-1.jpg|
Mattelsa| hombre| Jeans| jeans-super-skinny-fit-azul-medio-destroyers-64234| 110000| 121000| https://www.mattelsa.net/hombre/jeans-super-skinny-fit-azul-medio-destroyers-64234| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/4/64234-1.jpg|
Mattelsa| hombre| Chaqueta| chaqueta-vino-basico-64029| 132000| 145200| https://www.mattelsa.net/hombre/chaqueta-vino-basico-64029| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/4/64029-1.jpg|
Mattelsa| hombre| Polo| polo-en-pique-negro-ilustracion-63459| 68000| 74800| https://www.mattelsa.net/hombre/polo-en-pique-negro-ilustracion-63459| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/3/63459-1.jpg|
Mattelsa| hombre| Camiseta| camiseta-deportiva-negro-camuflado-63324| 62000| 68200| https://www.mattelsa.net/hombre/camiseta-deportiva-negro-camuflado-63324| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/3/63324-1.jpg|
Mattelsa| hombre| Jogg| jogg-pants-negro-basico-63148| 102000| 112200| https://www.mattelsa.net/hombre/jogg-pants-negro-basico-63148| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/3/63148-1.jpg|
Mattelsa| hombre| Camiseta| camiseta-en-pique-blanco-basico-62992| 44000| 48400| https://www.mattelsa.net/hombre/camiseta-en-pique-blanco-basico-62992| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/2/62992-1.jpg|
Mattelsa| hombre| Shorts| shorts-gris-cargo-62634| 84000| 92400| https://www.mattelsa.net/hombre/shorts-gris-cargo-62634| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/2/62634-1.jpg|
