Marca| Sección| Categoría| Producto| Precio original| Vínculo| Imagen|
True| hombre| JEANS| Chess High Waisted Jeans - Light Blue
True| mujer| SUDADERA| True Flared Pants - Green
Precio habitual
$130.000| 130000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/tue-flared-pant-green| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_flared_pants_hot_pink_pantalones_sudaderas_1_2_720x720.jpg?v=1662564317|
True| hombre| SUDADERA| True Flared Pants - Hot Pink
Precio habitual
$130.000| 130000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/tue-flared-pant-hot-pink| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_flared_pants_hot_pink_pantalones_sudaderas_1_1_720x720.jpg?v=1656168933|
True| mujer| SUDADERA| True Flared Pants - Hot Pink
Precio habitual
$130.000| 130000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/tue-flared-pant-hot-pink| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_flared_pants_hot_pink_pantalones_sudaderas_1_1_720x720.jpg?v=1656168933|
True| hombre| SUDADERA| True Flared Pants - Orange
Precio habitual
$130.000| 130000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/tue-flared-pant-orange| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_flared_pants_orange_pantalones_sudaderas_1_1_720x720.jpg?v=1656169208|
True| mujer| SUDADERA| True Flared Pants - Orange
Precio habitual
$130.000| 130000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/tue-flared-pant-orange| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_flared_pants_orange_pantalones_sudaderas_1_1_720x720.jpg?v=1656169208|
True| hombre| SUDADERA| True Flared Pants - Waves
Precio habitual
$150.000| 150000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/pants-flared-true-waves| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_summer_flared_pants_waves_pantalones_sudaderas_1_720x720.jpg?v=1644605858|
True| mujer| SUDADERA| True Flared Pants - Waves
Precio habitual
$150.000| 150000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/pants-flared-true-waves| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_summer_flared_pants_waves_pantalones_sudaderas_1_720x720.jpg?v=1644605858|
True| hombre| SUDADERA| True Flared Pants - Bone
Precio habitual
$130.000| 130000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-flared-pants-bone| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_flared_pants_bone-1_720x720.jpg?v=1654696403|
True| mujer| SUDADERA| True Flared Pants - Bone
Precio habitual
$130.000| 130000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-flared-pants-bone| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_flared_pants_bone-1_720x720.jpg?v=1654696403|
True| hombre| SUDADERA| True Flared Pants - Camel
Precio habitual
$130.000| 130000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-flared-pants-camel| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_flared_pants_camel-1_720x720.jpg?v=1654884231|
True| mujer| SUDADERA| True Flared Pants - Camel
Precio habitual
$130.000| 130000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-flared-pants-camel| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_flared_pants_camel-1_720x720.jpg?v=1654884231|
True| hombre| SUDADERA| True Flared Pants - Black
Precio habitual
$130.000| 130000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-flared-pants-black| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_flared_pants_black_01_720x720.jpg?v=1644605732|
True| mujer| SUDADERA| True Flared Pants - Black
Precio habitual
$130.000| 130000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-flared-pants-black| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_flared_pants_black_01_720x720.jpg?v=1644605732|
True| hombre| SUDADERA| True Cargo Multi Pocket - Bone
Precio habitual
$250.000| 250000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-cargo-multi-pocket-bone| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_cargo_multipocket_pants_bone_pantalones_sudaderas_1_720x720.jpg?v=1657061402|
True| mujer| SUDADERA| True Cargo Multi Pocket - Bone
Precio habitual
$250.000| 250000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-cargo-multi-pocket-bone| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_cargo_multipocket_pants_bone_pantalones_sudaderas_1_720x720.jpg?v=1657061402|
True| hombre| SUDADERA| True Cargo Multi Pocket - Black
Precio habitual
$250.000| 250000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-cargo-multi-pocket-black| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_cargo_multipocket_pants_black_pantalones_sudaderas_1_720x720.jpg?v=1657060559|
True| mujer| SUDADERA| True Cargo Multi Pocket - Black
Precio habitual
$250.000| 250000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-cargo-multi-pocket-black| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_cargo_multipocket_pants_black_pantalones_sudaderas_1_720x720.jpg?v=1657060559|
True| hombre| SUDADERA| True Basic High Waisted - Bone
Precio habitual
$230.000| 230000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-basic-high-waisted-bone| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true-basic-high-waisted-bone-pantalones-y-sudaderas-1_720x720.jpg?v=1659452227|
True| mujer| SUDADERA| True Basic High Waisted - Bone
Precio habitual
$230.000| 230000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-basic-high-waisted-bone| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true-basic-high-waisted-bone-pantalones-y-sudaderas-1_720x720.jpg?v=1659452227|
True| hombre| SUDADERA| True Basic High Waisted - Black
Precio habitual
$230.000| 230000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-basic-high-waisted-black| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true-basic-high-waisted-black-pantalones-y-sudaderas-1_720x720.jpg?v=1659452088|
True| mujer| SUDADERA| True Basic High Waisted - Black
Precio habitual
$230.000| 230000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-basic-high-waisted-black| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true-basic-high-waisted-black-pantalones-y-sudaderas-1_720x720.jpg?v=1659452088|
True| hombre| JEANS| True High Waisted Jeans - Green
Precio habitual
$230.000| 230000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-high-waisted-jeans-green| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true-high-waisted-jeans-green-pantalones-y-sudaderas-1_720x720.jpg?v=1660248250|
True| mujer| JEANS| True High Waisted Jeans - Green
Precio habitual
$230.000| 230000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-high-waisted-jeans-green| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true-high-waisted-jeans-green-pantalones-y-sudaderas-1_720x720.jpg?v=1660248250|
True| hombre| JEANS| True High Waisted Jeans - Orange
Precio habitual
$230.000| 230000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-high-waisted-jeans-orange| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_high_waisted_pants_orange_01_720x720.jpg?v=1657307040|
True| mujer| JEANS| True High Waisted Jeans - Orange
Precio habitual
$230.000| 230000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-high-waisted-jeans-orange| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_high_waisted_pants_orange_01_720x720.jpg?v=1657307040|
True| hombre| JEANS| True High Waisted Jeans - Hot Pink
Precio habitual
$230.000| 230000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-high-waisted-jeans-hot-pink| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/HIGH-WAISTED_pants_hot_pink_01_720x720.jpg?v=1657306651|
True| mujer| JEANS| True High Waisted Jeans - Hot Pink
Precio habitual
$230.000| 230000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-high-waisted-jeans-hot-pink| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/HIGH-WAISTED_pants_hot_pink_01_720x720.jpg?v=1657306651|
True| hombre| JEANS| True High Waisted Jeans - Light Blue (Mujer)
Precio habitual
$195.000| 195000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-high-waisted-pants| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_high_waisted_jeans_light_blue_01_720x720.jpg?v=1655225069|
True| mujer| JEANS| True High Waisted Jeans - Light Blue (Mujer)
Precio habitual
$195.000| 195000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-high-waisted-pants| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_high_waisted_jeans_light_blue_01_720x720.jpg?v=1655225069|
True| hombre| SUDADERA| Flowers Maxi Pants - Camel
Precio habitual
$170.000| 170000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/flowers-maxi-pants-camel| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true-flowers-maxi-pants-camel-pantalones-y-sudaderas-1_720x720.jpg?v=1658770846|
True| mujer| SUDADERA| Flowers Maxi Pants - Camel
Precio habitual
$170.000| 170000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/flowers-maxi-pants-camel| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true-flowers-maxi-pants-camel-pantalones-y-sudaderas-1_720x720.jpg?v=1658770846|
True| hombre| SUDADERA| Flowers Maxi Pants - Bone
Precio habitual
$170.000| 170000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/flowers-maxi-pants-bone| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true-flowers-maxi-pants-bone-pantalones-y-sudaderas-1_720x720.jpg?v=1658777479|
True| mujer| SUDADERA| Flowers Maxi Pants - Bone
Precio habitual
$170.000| 170000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/flowers-maxi-pants-bone| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true-flowers-maxi-pants-bone-pantalones-y-sudaderas-1_720x720.jpg?v=1658777479|
True| hombre| SUDADERA| Slim Hem Maxi Pants - Black
Precio habitual
$150.000| 150000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/slim-hem-maxi-pants-black| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/Slim_Hem_Maxipants_Black_01_720x720.jpg?v=1659453224|
True| mujer| SUDADERA| Slim Hem Maxi Pants - Black
Precio habitual
$150.000| 150000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/slim-hem-maxi-pants-black| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/Slim_Hem_Maxipants_Black_01_720x720.jpg?v=1659453224|
True| hombre| SUDADERA| Slim Hem Maxi Pants - Camel
Precio habitual
$150.000| 150000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/slim-hem-maxi-pants-camel| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true-slim-hem-maxi-pants-camel-pantalones-y-sudaderas-1_720x720.jpg?v=1659367326|
True| mujer| SUDADERA| Slim Hem Maxi Pants - Camel
Precio habitual
$150.000| 150000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/slim-hem-maxi-pants-camel| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true-slim-hem-maxi-pants-camel-pantalones-y-sudaderas-1_720x720.jpg?v=1659367326|
True| hombre| SUDADERA| Slim Hem Maxi Pants - White
Precio habitual
$150.000| 150000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/slim-hem-maxi-pants-white| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/Slim_Hem_Maxipants_White_01_720x720.jpg?v=1659453569|
True| mujer| SUDADERA| Slim Hem Maxi Pants - White
Precio habitual
$150.000| 150000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/slim-hem-maxi-pants-white| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/Slim_Hem_Maxipants_White_01_720x720.jpg?v=1659453569|
True| hombre| SUDADERA| Slim Hem Maxi Pants - Lilac
Precio habitual
$150.000| 150000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/slim-hem-maxi-pants-lilac| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true-slim-hem-maxi-pants-lilac-pantalones-y-sudaderas-1_720x720.jpg?v=1659366839|
True| mujer| SUDADERA| Slim Hem Maxi Pants - Lilac
Precio habitual
$150.000| 150000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/slim-hem-maxi-pants-lilac| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true-slim-hem-maxi-pants-lilac-pantalones-y-sudaderas-1_720x720.jpg?v=1659366839|
True| hombre| SUDADERA| Hearts Pants - White
Precio habitual
$210.000| 210000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/hearts-pants-white| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true-hearts-pants-white-pantalones-y-sudaderas-1_720x720.jpg?v=1658417169|
True| mujer| SUDADERA| Hearts Pants - White
Precio habitual
$210.000| 210000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/hearts-pants-white| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true-hearts-pants-white-pantalones-y-sudaderas-1_720x720.jpg?v=1658417169|
True| hombre| SUDADERA| Pop Flowers Pants - Bone
Precio habitual
$255.000| 255000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/pop-flowers-pants-bone| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_flowers_pants_bone_pantalones_sudaderas_1_720x720.jpg?v=1654030688|
True| mujer| SUDADERA| Pop Flowers Pants - Bone
Precio habitual
$255.000| 255000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/pop-flowers-pants-bone| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_flowers_pants_bone_pantalones_sudaderas_1_720x720.jpg?v=1654030688|
True| hombre| SUDADERA| True Carpenter Pants - Denim (Hombre)
Precio habitual
$210.000| 210000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-carpenter-pants-denim-hombre| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/True_Carpenter_Pants_Denim_01_720x720.jpg?v=1655224954|
True| mujer| SUDADERA| True Carpenter Pants - Denim (Hombre)
Precio habitual
$210.000| 210000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-carpenter-pants-denim-hombre| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/True_Carpenter_Pants_Denim_01_720x720.jpg?v=1655224954|
True| hombre| JOGGERS| True Classic Jogger - Black
Precio habitual
$175.000| 175000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-classic-jogger-black| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true-classic-jogger-black-pantalones-y-sudaderas-1_720x720.jpg?v=1646173495|
True| mujer| JOGGERS| True Classic Jogger - Black
Precio habitual
$175.000| 175000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-classic-jogger-black| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true-classic-jogger-black-pantalones-y-sudaderas-1_720x720.jpg?v=1646173495|
True| hombre| SUDADERA| Corduroy Pockets Jogger Pants - Black
Precio habitual
$205.000| 205000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/jogger-corduroy-patch-black| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true-corduroy-jogger-black-pantalones-y-sudaderas-1_0e52a3cc-1c22-4c11-9ea1-fe5025647868_720x720.jpg?v=1659021179|
True| mujer| SUDADERA| Corduroy Pockets Jogger Pants - Black
Precio habitual
$205.000| 205000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/jogger-corduroy-patch-black| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true-corduroy-jogger-black-pantalones-y-sudaderas-1_0e52a3cc-1c22-4c11-9ea1-fe5025647868_720x720.jpg?v=1659021179|
True| hombre| JOGGERS| True Corduroy Jogger - White
Precio habitual
$199.000| 199000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-jogger-cargo-corduroy-multi-pocket-white| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_corduroy_jogger_white_01_720x720.jpg?v=1645553806|
True| mujer| JOGGERS| True Corduroy Jogger - White
Precio habitual
$199.000| 199000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-jogger-cargo-corduroy-multi-pocket-white| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_corduroy_jogger_white_01_720x720.jpg?v=1645553806|
True| hombre| JOGGERS| True Corduroy Jogger - Brown
Precio habitual
$199.000| 199000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-corduroy-jogger-brown| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_corduroy_jogger_brown_01_720x720.jpg?v=1645647807|
True| mujer| JOGGERS| True Corduroy Jogger - Brown
Precio habitual
$199.000| 199000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-corduroy-jogger-brown| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_corduroy_jogger_brown_01_720x720.jpg?v=1645647807|
True| hombre| JOGGERS| True Corduroy Jogger - Sand
Precio habitual
$199.000| 199000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-corduroy-jogger-sand| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_corduroy_jogger_sand_01_720x720.jpg?v=1645804213|
True| mujer| JOGGERS| True Corduroy Jogger - Sand
Precio habitual
$199.000| 199000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-corduroy-jogger-sand| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_corduroy_jogger_sand_01_720x720.jpg?v=1645804213|
True| hombre| JOGGERS| Jogger True X Herb - Light Blue
Precio habitual
$195.000| 195000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/jogger-true-x-herb-light-blue| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/jogger-true-x-herb-light-blue-pantalones-y-sudaderas-1_720x720.jpg?v=1650206812|
True| mujer| JOGGERS| Jogger True X Herb - Light Blue
Precio habitual
$195.000| 195000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/jogger-true-x-herb-light-blue| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/jogger-true-x-herb-light-blue-pantalones-y-sudaderas-1_720x720.jpg?v=1650206812|
True| hombre| JOGGERS| Jogger True X Herb - Green
Precio habitual
$195.000| 195000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/jogger-true-x-herb-green| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/Jogger_True_X_Herb_Green_01_720x720.jpg?v=1650206609|
True| mujer| JOGGERS| Jogger True X Herb - Green
Precio habitual
$195.000| 195000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/jogger-true-x-herb-green| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/Jogger_True_X_Herb_Green_01_720x720.jpg?v=1650206609|
True| hombre| JOGGERS| Jogger True X Herb - Brown
Precio habitual
$195.000| 195000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/jogger-true-x-herb-brown| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/jogger_true_x_herb_brown_pantalones_sudaderas_1_1_720x720.jpg?v=1650206080|
True| mujer| JOGGERS| Jogger True X Herb - Brown
Precio habitual
$195.000| 195000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/jogger-true-x-herb-brown| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/jogger_true_x_herb_brown_pantalones_sudaderas_1_1_720x720.jpg?v=1650206080|
True| hombre| SUDADERA| True Freedom Pants - Black
Precio habitual
$190.000| 190000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-freedom-pants-black| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true-freedom-pants-dark-blue-pantalones-y-sudaderas-1_720x720.jpg?v=1647803431|
True| mujer| SUDADERA| True Freedom Pants - Black
Precio habitual
$190.000| 190000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-freedom-pants-black| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true-freedom-pants-dark-blue-pantalones-y-sudaderas-1_720x720.jpg?v=1647803431|
True| hombre| SUDADERA| True Gang Maxi Pants - Camel
Precio habitual
$130.000| 130000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-gang-maxi-pants-camel| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_comfort_maxi_pants_camel_pantalones_y_sudaderas_1_720x720.jpg?v=1643053310|
True| mujer| SUDADERA| True Gang Maxi Pants - Camel
Precio habitual
$130.000| 130000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-gang-maxi-pants-camel| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_comfort_maxi_pants_camel_pantalones_y_sudaderas_1_720x720.jpg?v=1643053310|
True| hombre| SUDADERA| True HomeTown Pants - Camel
Precio habitual
$210.000| 210000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-hometown-pants-camel| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_pants_camel_01_720x720.jpg?v=1646338627|
True| mujer| SUDADERA| True HomeTown Pants - Camel
Precio habitual
$210.000| 210000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-hometown-pants-camel| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_pants_camel_01_720x720.jpg?v=1646338627|
True| hombre| SUDADERA| True HomeTown Pants - Bone
Precio habitual
$210.000| 210000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-hometown-pants-bone| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true-hometown-pants-bone-pantalones-y-sudaderas-1_720x720.jpg?v=1646338493|
True| mujer| SUDADERA| True HomeTown Pants - Bone
Precio habitual
$210.000| 210000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-hometown-pants-bone| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true-hometown-pants-bone-pantalones-y-sudaderas-1_720x720.jpg?v=1646338493|
True| hombre| SUDADERA| True HomeTown Pants - Black
Precio habitual
$210.000| 210000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-hometown-pants-black| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true-hometown-pants-black-pantalones-y-sudaderas-1_720x720.jpg?v=1646338829|
True| mujer| SUDADERA| True HomeTown Pants - Black
Precio habitual
$210.000| 210000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-hometown-pants-black| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true-hometown-pants-black-pantalones-y-sudaderas-1_720x720.jpg?v=1646338829|
True| hombre| SUDADERA| True Classic Drill Cargo - Camel (Hombre)
Precio habitual
$220.000| 220000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-classic-drill-cargo-camel| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_classic_drill_cargo_camel_01_720x720.jpg?v=1645647690|
True| mujer| SUDADERA| True Classic Drill Cargo - Camel (Hombre)
Precio habitual
$220.000| 220000.0| https://trueshop.co/collections/pantalones-y-sudaderas/products/true-classic-drill-cargo-camel| https://cdn.shopify.com/s/files/1/0311/9398/9260/products/true_classic_drill_cargo_camel_01_720x720.jpg?v=1645647690|
