Marca| Sección| Categoría| Producto| Precio original| Precio reventa| Vínculo| Imagen|
Mattelsa| mujer| Shorts| shorts-deportivos-lila-basico-66223| 46000| 50600| https://www.mattelsa.net/mujer/shorts-deportivos-lila-basico-66223| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/6/66223-1.jpg|
Mattelsa| mujer| Top| top-deportivo-morado-basico-66222| 38000| 41800| https://www.mattelsa.net/mujer/top-deportivo-morado-basico-66222| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/6/66222-1.jpg|
Mattelsa| mujer| Shorts| shorts-deportivos-naranja-basico-66221| 46000| 50600| https://www.mattelsa.net/mujer/shorts-deportivos-naranja-basico-66221| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/6/66221-1.jpg|
Mattelsa| mujer| Top| top-deportivo-naranja-basico-66220| 40000| 44000| https://www.mattelsa.net/mujer/top-deportivo-naranja-basico-66220| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/6/66220-1.jpg|
Mattelsa| mujer| Camisa| camisa-manga-larga-verde-basico-66200| 62000| 68200| https://www.mattelsa.net/mujer/camisa-manga-larga-verde-basico-66200| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/6/66200-1.jpg|
Mattelsa| mujer| Vestido| vestido-corto-manga-larga-rosado-miniprint-66185| 72000| 79200| https://www.mattelsa.net/mujer/vestido-corto-manga-larga-rosado-miniprint-66185| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/6/66185-1.jpg|
Mattelsa| mujer| Top| top-manga-larga-amarillo-basico-66179| 38000| 41800| https://www.mattelsa.net/mujer/top-manga-larga-amarillo-basico-66179| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/6/66179-1.jpg|
Mattelsa| mujer| Top| top-tiras-morado-basico-66168| 34000| 37400| https://www.mattelsa.net/mujer/top-tiras-morado-basico-66168| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/6/66168-1.jpg|
Mattelsa| mujer| Top| top-tiras-amarillo-basico-66165| 34000| 37400| https://www.mattelsa.net/mujer/top-tiras-amarillo-basico-66165| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/6/66165-1.jpg|
Mattelsa| mujer| Top| top-tank-blanco-ilustracion-66157| 34000| 37400| https://www.mattelsa.net/mujer/top-tank-blanco-ilustracion-66157| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/6/66157-1.jpg|
Mattelsa| mujer| Camiseta| camiseta-ajustada-mandarina-basico-66153| 34000| 37400| https://www.mattelsa.net/mujer/camiseta-ajustada-mandarina-basico-66153| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/6/66153-1.jpg|
Mattelsa| mujer| Shorts| shorts-denim-azul-claro-cuadros-66000| 76000| 83600| https://www.mattelsa.net/mujer/shorts-denim-azul-claro-cuadros-66000| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/6/66000-1.jpg|
Mattelsa| mujer| Buzo| buzo-hoodie-perchado-uva-texto-65988| 86000| 94600| https://www.mattelsa.net/mujer/buzo-hoodie-perchado-uva-texto-65988| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/5/65988-1.jpg|
Mattelsa| mujer| Chaqueta| chaqueta-rompevientos-rojo-texto-65961| 106000| 116600| https://www.mattelsa.net/mujer/chaqueta-rompevientos-rojo-texto-65961| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/5/65961-1.jpg|
Mattelsa| mujer| Joggers| joggers-uva-texto-65947| 80000| 88000| https://www.mattelsa.net/mujer/joggers-uva-texto-65947| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/5/65947-1.jpg|
Mattelsa| mujer| Camiseta| camiseta-azul-ilustracion-65889| 40000| 44000| https://www.mattelsa.net/mujer/camiseta-azul-ilustracion-65889| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/5/65889-1.jpg|
Mattelsa| mujer| Jeans| jeans-culotte-tiro-alto-azul-claro-rotos-65612| 92000| 101200| https://www.mattelsa.net/mujer/jeans-culotte-tiro-alto-azul-claro-rotos-65612| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/5/65612-1.jpg|
Mattelsa| mujer| Shorts| shorts-denim-blanco-rotos-65607| 78000| 85800| https://www.mattelsa.net/mujer/shorts-denim-blanco-rotos-65607| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/5/65607-1.jpg|
Mattelsa| mujer| Jeans| jeans-mom-tiro-alto-azul-oscuro-rotos-65000| 92000| 101200| https://www.mattelsa.net/mujer/jeans-mom-tiro-alto-azul-oscuro-rotos-65000| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/5/65000-1.jpg|
Mattelsa| mujer| Top| top-manga-larga-azul-texto-64708| 40000| 44000| https://www.mattelsa.net/mujer/top-manga-larga-azul-texto-64708| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/4/64708-1.jpg|
Mattelsa| mujer| Top| top-tank-negro-cortes-64690| 36000| 39600| https://www.mattelsa.net/mujer/top-tank-negro-cortes-64690| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/4/64690-1.jpg|
Mattelsa| mujer| Falda| falda-denim-azul-claro-basico-64484| 76000| 83600| https://www.mattelsa.net/mujer/falda-denim-azul-claro-basico-64484| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/4/64484-1.jpg|
Mattelsa| mujer| Camiseta| camiseta-eco-negro-ilustracion-64107| 36000| 39600| https://www.mattelsa.net/mujer/camiseta-eco-negro-ilustracion-64107| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/4/64107-1.jpg|
Mattelsa| mujer| Shorts| shorts-denim-azul-oscuro-rotos-63827| 78000| 85800| https://www.mattelsa.net/mujer/shorts-denim-azul-oscuro-rotos-63827| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/3/63827-1.jpg|
Mattelsa| mujer| Camiseta| camiseta-rojo-icono-63038| 34000| 37400| https://www.mattelsa.net/mujer/camiseta-rojo-icono-63038| https://www.mattelsa.net/media/catalog/product/cache/25f4c2693a2e8545835ae720e71a1a77/6/3/63038-1.jpg|
